penulis,id_user,waktu,isi_tweet,label
Kepin,@Kepin,2026-02-27T06:00:05.000Z,"ChatGPT udah bisa gantiin analyst, designer, bahkan programmer entry level. Yang kitajarin 4 tahun kuliah, AI pelajarin 4 detik. White collar jobs lagi dihantam keras � ga ada yang aman. Jangan cuma jadi operator AI, jadi yang ngontrol AI. Upskill sekarang atau tergantikan.",0
Grok,@Grok,2026-01-30T23:26:43.000Z,"Untuk menerapkan AI di kuliah secara bijak, ikuti langkah ini:  1. **Riset pake AI**: Gunakan AI seperti Grok atau ChatGPT untuk cari info awal. Contoh: ""Jelaskan konsep machine learning"". Selalu verifikasi sumber primer (buku/jurnal) agar akurat, jangan copy-paste langsung.  2.",1
Diana's journal,@Diana's journal,2026-02-24T04:04:02.000Z,"Kenapa masih usaha bgt pingin pindah kampus? Aku kuliah gacuma pingin dengerin orang yang presentasi dan cari jawaban di chatgpt, selain itu, aku gamau buang2 energi buat orang2 yg cuma jadi penonton pas ngerjain tugas tapi seakan paling gaya di depan dosenn",-1
xximbecile,@xximbecile,2025-07-21T17:52:38.000Z,lulus kuliah sebelum era chatgpt itu serasa lulus belajar nyetir manual segala medan terus besoknya terbit mobil matic,0
Kak Mugi  | Open Comiss DM,@Kak Mugi  | Open Comiss DM,2025-10-31T16:00:26.000Z,Duh adekku ini terlalu bergantung sm chatgpt buat nulis tugas kuliah.  Beberapa tahun lagi kayaknya menulis itu akan jadi skill yg langka,-1
Aydan | COMMS OPEN,@Aydan | COMMS OPEN,2025-07-25T13:38:57.000Z,"Bilang aku pick me atau gmn pun itu tapi aku ga ngerti gimana temenku bisa pake chatgpt sepenuhnya buat skripsi, shit cant even explain my analysis tanpa lari ke topik lain",1
Izaa || Joki tugas kuliah ,@Izaa || Joki tugas kuliah ,2026-01-06T16:39:38.000Z,Bosen ngobrol sama CHATGPT please :(,-1
zee ,@zee ,2026-02-05T11:42:36.000Z,"butuh joki skripsi elektro (matlab, simulink) CARI YANG BENERAN LULUSAN ELEKTRO SOALNYA GABISA CHATGPT #zonauang",-1
???????,@???????,2025-12-12T07:53:15.000Z,"kuliah tp kgk niat kuliah ngerjain tugas copas chatgpt kerkom jadi beban, herann kok bisa sih kyk gt njir",-1
UTFESS | CEK PINNED ,@UTFESS | CEK PINNED ,2025-11-25T14:51:24.000Z,"Wahai para mahasiswa UT! kalo jawaban kalian pake chatGPT mohon untuk di parafrase, juga jangan soal-soal diskusi hitungan pake chatGPT, AI tu kadang nyeleneh kalo pake rumus buat itungan, jadi keliatan kan pake chatGPT nya, udah salah rumus, salah hasil pula ",-1
Rfn,@Rfn,2025-11-27T16:15:32.000Z,"Temen-temen adakah yang pernah curhat ke chatgpt dan termasuk gen z? Kalau ada, tolong bantu isi kuesioner buat skripsi sender dong plisss    Kriteria: - gen z minimal 18 tahun - pernah curhat atau berbagi cerita pribadi ke chatgpt  Kalau mau barter juga boleh banget ya ",0
abel,@abel,2025-10-01T10:46:51.000Z,im glad angkatan 20 sempet kuliah 3 tahun sebelum chatgpt. kalo gak makin tolol teman temanku,-1
loid forger ?????????,@loid forger ?????????,2025-07-14T00:55:45.000Z,"Well well well yg kaya lebih banyak yg jadi joki. Karena bisa langganan chatgpt bisa premium, dan AI AI lain untuk mendukung dunia akademika.  Miskin jadi joki mentok joki makalah, ppt, skripsi. Tapi yg kaya garap tesis, disertasi dan artikel buat scopus buat mahasiwa ""top"".",-1
cherie,@cherie,2025-10-30T04:56:30.000Z,"kalo kata pengantar skripsi boleh masukin ai udh gue masukin chatgpt, elicit, claude, scite, scribbr",1
??????????????� joktug skripsi bimbingan,@??????????????� joktug skripsi bimbingan,2026-02-14T07:39:40.000Z,"Joktug open ygy. Mau order? Gas ke wa aja.  Joki tugas & skripsi no ai/chatgpt, free revisi/bimbingan, privacy aman, fee negotiable  #zonauang",-1
Tanyarl ,@Tanyarl ,2025-11-02T01:55:07.000Z," Halo teman-teman, minta tolong isi kuesioner untuk tugas kuliah, dgn kriteria berikut : - gen z & gen milenial - menggunakan chatgpt Semua data akan aman & di rahasiakan   link : AKU SEND DI REPLY   2 orang beruntung akan ada prize saldo receh shopeepay 10k/orang",0
raei | charmcrafter ? ??,@raei | charmcrafter ? ??,2026-01-03T04:08:50.000Z,Drop pl mau ChatGPT pro sama blacbox ai #zonauang #zonajajan #kuliah,1
UNSOEDFESS | BASE UNSOED,@UNSOEDFESS | BASE UNSOED,2025-10-06T14:38:28.000Z,"jends! di prodi sender hampir semua anak kalo uts, kuis pada pake chatgpt, mau yang ip nya tinggi, rendah pada pake semua  gini amat kuliah di unsoed",-1
Aditya Riky,@Aditya Riky,2025-11-26T03:25:24.000Z,"Ada temen yg juga tutor UT cerita, dia bilang ""Semester ini entah kenapa mahasiswa gue banyak banget yang cinta sama Jacinta Ardem"". Saya tanya kenapa, dia cuma ngasih pertanyaan tugasnya aja, suruh ngecek chatgpt. Pas saya copas ke chatgpt, manggut2 deh liat hasilnya. YTTA ",0
Aditya Riky,@Aditya Riky,2025-10-12T05:14:01.000Z,"Iseng nanya ke chatgpt gimana cara ngecek apa mahasiswa jawab pakai chatgpt   Untuk mengetahui apakah mahasiswa mencontek pekerjaan dari ChatGPT (atau AI lainnya), tidak ada cara 100% pasti, tetapi ada indikator kuat dan teknik pemeriksaan yang bisa digunakan.  ",0
bukan mahasiswa lagi,@bukan mahasiswa lagi,2025-01-09T14:40:57.000Z,berasa web developer beneran gueh bermodalkan chatgpt,1
Ranger Pink,@Ranger Pink,2023-06-18T20:00:12.000Z,perplexity dan chatgpt sahabat mahasiswa ,1
UG FESS,@UG FESS,2025-11-28T05:21:08.000Z,"yuji! Halo guys, ada gak ya anak gundar kwc yang bersedia jadi narasumber? Kriterianya: Sudah memakai ChatGPT 2 tahun dan pernah memakai ChatGPT sebagai teman curhat. Diutamakan mahasiswa tingkat 1, 2, atau 4. Kalau bersedia, boleh bgt rep, nanti aku jajanin ",0
chd.,@chd.,2024-02-18T09:52:34.000Z,Bisa gak yaaa mahasiswa ini nulisnya jangan pakai chatGPT. AKU BISA BEDAIN WEY MANA TULISAN ASLI DAN CHAT GPT ,-1
??alika! ?,@??alika! ?,2025-12-03T08:39:49.000Z,"Malaaass, aku lagi periksa logbook praktikum mahasiswa isinya pada pakai chatgpt semua. Aku cari daftar pustakanya juga cuma jurnal gaib. ",-1
bukan mahasiswa lagi,@bukan mahasiswa lagi,2024-09-17T18:09:29.000Z,cuman chatgpt yg mengerti aq,1
bukan mahasiswa lagi,@bukan mahasiswa lagi,2024-10-06T04:38:35.000Z,"bayangin kuliah ga ada canva, ga ada chatgpt, ga ada capcut..  pasti berat",1
bukan mahasiswa lagi,@bukan mahasiswa lagi,2025-01-03T06:36:41.000Z,"Demi Allah, ChatGPT bantu banyak banget dalam kuliah dan kerjaanku, mau custom desain website dan fix website yang error, aku bisa nyuruh dia buat coding dan wow berhasil. Apakah sudah saatnya sebagai tanda terima kasihku menggunakan Chat GPT premiummm???",1
Teknologi Jelas,@Teknologi Jelas,2025-11-05T23:57:22.000Z,"Seorang profesor di University of Illinois baru-baru ini nemuin fenomena lucu sekaligus ironis: Mahasiswa yang ketahuan nyontek pakai ChatGPT, ternyata juga pakai ChatGPT buat nulis surat permintaan maafnya.",-1
Giovanni Sakti,@Giovanni Sakti,2023-08-11T09:09:46.000Z,"Beberapa kali berinteraksi dengan keluarga/teman/saudara yang kerjanya di bidang non-tech.   Kecuali untuk mahasiswa yang masih semangat menggunakan ChatGPT for obvious reason (), rata2 orang2 sudah jarang pakai.  Padahal ada 1 use-case yang bermanfaat banget buat gw.. (cont'd)",0
Xav,@Xav,2024-01-25T06:53:32.000Z,"Ini soal mahasiswa? Susahan uas gw pas SD ini mah anjir, ngerjain pake chatgpt???? Kok bisa sih sampe lulus trs masuk kuliah, soal kek gini aja chatgpt ya Allah",-1
is it 1312 maam? ,@is it 1312 maam? ,2024-03-28T16:24:49.000Z,"Woy @ safrina, semales2nya dan sebego2nya mahasiswa di prodi gue, mereka ga bakal jiplak kerjaan mahasiswa lain, jir. Karena kalo ketahuan mahasiswa lain, bakal fatal (kagak bakal diajakin kelompokan bareng).  Semales2 dan sebego2nya mereka, mereka pake chatgpt/joki, ga jiplak.",-1
bukan mahasiswa lagi,@bukan mahasiswa lagi,2024-06-24T08:37:00.000Z,"ChatGPT ini emang merevolusi dunia internet, sekarang semua website bisa pake AI",-1
Yogi Natasukma�,@Yogi Natasukma�,2023-05-28T00:41:29.000Z,"... udah gak bisa interpretasi data, sekarang ngajak ngobrol chatGPT  Serius lu cum laude?  Universitas mana sih yg meluluskan mahasiswa sebodoh ini?",1
miRANG? ???,@miRANG? ???,2023-10-02T13:53:39.000Z,anying mahasiswa dan chatgpt ini beneran jadi bestie ,1
,@,2024-06-12T03:50:13.000Z,"agak kaget ngoreksi ujian mahasiswa, format chatgpt nya keliatan bgt ",-1
yupiyy,@yupiyy,2024-02-26T16:01:37.000Z,chatgpt emg pemersatu mahasiswa ,1
Mocha,@Mocha,2025-04-17T03:00:49.000Z,"Awowkwkwkw ko ada mahasiswa ngisi diskusi sumber yg dicamtumi ai, copas link chatgpt lagi ajg ",-1
Fia ???,@Fia ???,2024-05-01T12:38:10.000Z,"Karena musim penilaian UTS mahasiswa, izenk tanya dong sama warga X, kalau ada guru/pengajar/dosen ngasih nilai ujian murid/mahasiswa pakai kecerdasan artifisial (AI) macam ChatGPT dll, gimana tuh? Setuju, nggak setuju, atau setuju dgn catatan atau yg laennya? Penasaran ",0
Kompas.com,@Kompas.com,2024-06-03T00:06:35.000Z,"OpenAI mengumumkan ChatGPT Edu pada akhir Mei lalu. ChatGPT Edu merupakan versi khusus dari ChatGPT yang dirancang untuk universitas agar dapat menerapkan AI secara bertanggung jawab kepada mahasiswa, dosen, peneliti, dan operasional kampus. | #OpenAI #ChatGPTEdu",0
CEK AI DI KAWALU.ID | COLLE,@CEK AI DI KAWALU.ID | COLLE,2025-04-26T17:07:02.000Z,"[cm] kalo pake teknik two stage cluster random sampling (ini di rekomendasiin dosen), bisa gasih yang populasinya ga diketahui? Jadi pake lemeshow itungnya. Bingung bgt.. soalnya subyek aku tuh mahasiswa pengguna chatgpt, belum ada data pastinya ",0
Mohammad Shihab,@Mohammad Shihab,2024-07-21T07:40:48.000Z,"Saya pernah lisan gini Pak. Fase awal semangat. Fase kedua udah mulai ga fokus. Fase terakhir udah muak   Tapi enaknya, penilaian jadi lebih cepat   Mahasiswa ChatGPT dan Gemini lover tak berkutik ",-1
Ranss_,@Ranss_,2026-01-23T01:36:17.000Z,"Dlu waktu mahasiswa, lulus matkul udah syukur puji Tuhan. Skrng, mahasiswa aing ga dpt A pada protes. He ente modal copas chatgpt lalu merasa layak dapat A? ",-1
Jinxed it,@Jinxed it,2025-03-19T08:48:20.000Z,Pertama kalinya liat ada mahasiswa yang nulis di kata pengantar terima kasih chatgpt  Apa artinya ini?,0
Grok,@Grok,2025-09-11T04:28:20.000Z,"Tidak, Tuntutan 17+8 bukan dibuat oleh ChatGPT. Ini adalah kumpulan 17 tuntutan jangka pendek dan 8 jangka panjang dari aktivis pro-demokrasi Indonesia selama protes Agustus 2025, dirangkum dari berbagai pihak seperti mahasiswa dan organisasi sipil. Dugaan tersebut hanya",0
g,@g,2025-10-28T14:55:11.000Z,lowkey wanna be a stay at home daughter with pilates routine brunch & smoothies after. ga hrs kerja smp jam 1 pagi jam 10 malem  gw mending kuliah trs deh jujurrrrrr. gapake chatgpt jg gpp,0
boba,@boba,2026-02-16T07:40:38.000Z,Dulu buka chatgpt kalau lagi butuh refrensi tentang kuliah  Sekarang buka chatgpt untuk curhat ,1
pOnyo,@pOnyo,2025-09-29T15:29:34.000Z,dih jawab pertanyaan sidang pake chatgpt??? kata katanya formal bgt mana pertanyaan gw yang sepersonal & segampang itu lu harus jawab pake template ai? gimana nanti lu bisa jawab pertanyaan mahasiswa awoekwkwkwkw,-1
Sha,@Sha,2025-09-09T06:27:09.000Z,"We want something new to learn pak, perspektif dari bapak sebagai dosen dan experience bapak yang bisa kami jadikan pelajaran. Ngapain klo kuliah cuma dari rpkps dan chatgpt, pak.",-1
bee Cek pinned,@bee Cek pinned,2025-09-15T14:07:32.000Z,"Adakah yang buka jasa bimbingan dan konsultasi skripsi jurusan agribisnis? Butuh yang beneran bisa membimbing dan bukan base on chatgpt yaa, yang bisa bimbingan dari nyari judul  #zonauang #zonajajan",-1
CEK AI DI KAWALU.ID | COLLE,@CEK AI DI KAWALU.ID | COLLE,2025-11-20T02:49:17.000Z,"[CM] sender butuh 100+ responden penelitian karena ngulang ambil data, kriterianya cuma mahasiswa aktif sama pernah curhat ke AI (chatgpt, character AI, dll) boleh rep ya temen temenn, sama tolong jangan ghosting sender T_T",-1
rey,@rey,2025-10-29T10:39:28.000Z,"sbnrnya selama 1,5 tahun itu yg kuliah chatgpt guys bukan aku",-1
Unesa Fess,@Unesa Fess,2025-12-10T21:44:08.000Z,"!nesa sender kan maba.. tapi makin kesini sender ngerasa tugas tugas dan presentasi ini cuma copas dari chatgpt, please ada yg bisa kasih tau gmn caranya belajar kuliah dengan bener gaa soalnya sender gapyear, kali aja ada yg salah. thx in advice ",-1
sujo,@sujo,2025-12-20T17:05:17.000Z,chatgpt>>>>>dosen,1
Schoolfess,@Schoolfess,2025-10-27T12:56:02.000Z,"sch! GAISSS, disini ada temen temen maba atau mhasiswa smt tua yang pernah curhat ke CHATGPT, CHARACTER AI, DLL??? BOLEE DONGG BANTU SKRIPSI AKUUU, NANTI AKU DM YEAAA bantuin aku luluzzzz plizz",1
bukan mahasiswa lagi,@bukan mahasiswa lagi,2025-11-01T08:56:58.000Z,chatGPT ini terlalu banyak jasa dalam hidupku,1
izuru,@izuru,2025-06-27T09:11:54.000Z,sudah berada di tahap nangis karena curhat masalah skripsi sama chatgpt,1
UNICEMFS,@UNICEMFS,2026-02-01T06:03:47.000Z,"call for responden -ness mau minta tolong bantuin isi kuisionerku, masih kurang 100-an  kriteria responden:  1. mahasiswa aktif angkatan 23-25 2. pernah/sedang menggunakan ChatGPT dalam mengerjakan tugas kuliah tolong reply ya nanti aku dm",0
isi hati dan pikiran gwehj,@isi hati dan pikiran gwehj,2025-11-15T19:20:11.000Z,infokan chatgpt pro 2 bulan guys.. tugas gweh disuruh dosen pke chatgpt pro bejir?!? #zonauang,1
perpetual novice/snappin,@perpetual novice/snappin,2025-12-05T02:55:39.000Z,"""Ngerjain tugas kuliah dibantu chatGPT karena sibuk gpp, asal kamu tau materinya."" I know someone had 2 part-time jobs, went into himpunan & still managed to finished study with his/her own brain capacity. Y'all better dropout & save your money instead of paid a tuition 4 machine",1
adrie (semi) gap�?,@adrie (semi) gap�?,2025-08-01T00:53:59.000Z,"guiz, jadi kan gua kmren tuh sempet nyoba tes minat bakat di web kan.. trs gua dapet R+A (71%realistic) + (71%artistic), iseng nanya ke chatgpt jurusan kuliah yg cocok buat minat bakat gua tuh apa gtu kan? katanya gua tuh cocok di arsitektur, desain produk dan teknik lingkungan",1
rin,@rin,2025-09-16T01:07:24.000Z,kok dulu gua bisa ya ngerjain skripsi belum ada chatgpt...,0
Jo || Butuh responden plzz,@Jo || Butuh responden plzz,2025-11-15T12:34:04.000Z,"Halo semuanya, bagi yg mau barter kuisioner boleh reply ya Kriteria respondenku: 1. Mahasiswa aktif 2. Pernah atau masih menggunakan Gen-AI (ChatGPT, CoPilot, Gemini, dll) dlm pengerjaan tugas dan proses pembelajaran.",0
elgia,@elgia,2026-02-08T09:00:42.000Z,"joki skripsi latar belakang Bab 1 yang bener2 trusted bukan pake chatgpt atau AI, data asli dari jurnal/yang terpercaya, jurusan manajemen  #zonauang",-1
Dosen Killer (Butterfly Era),@Dosen Killer (Butterfly Era),2025-10-16T10:45:03.000Z,"Hari ini emosi lg sm mhs. Tugas nya jelas: ""cari 50 kosakata bhs inggris dalam buku XXX"" Yg dikumpulkan: 50 kosakata bhs inggris hasil chatgpt",-1
cherrie with a funk,@cherrie with a funk,2025-06-16T15:12:35.000Z,�bisa kok saya dulu� ya bisalah dulu kaga ada chatgpt buat dosen lu ngasih tugas seabrek pas lu msh jd mahasiswa kaga ada tuh kompetensi gila2an kaga ada ngumpul tugas tiktok lu bisa fokus krn lingkungan lu dulu juga memaksa lu untuk fokus!,-1
aya ?????,@aya ?????,2026-01-13T07:49:16.000Z,Ges ad yg juaal chatgpt pro gak? Buat proposalan/skripsi niech #zonauang?,1
wawawawa,@wawawawa,2025-08-27T23:00:18.000Z,"jujur ajj gue pas masuk kuliah bnrn lupa klo ad chatgpt bisa bantu nugas GTW KNP AK KYK GK KEPIKIRAN SAMSEK BUAT PAKE??? pas diblg kating malem td ""pake gpt aja loh buat bantu jelasin, buat belajarnya aja"" trs ak kyk ""iya jg ya... kan bisa minta jelasin chatgpt"" ",1
a,@a,2026-01-03T12:58:02.000Z,"rekomen ai yang mantap buat bantu penelitian/skripsi selain chatgpt sama perplexity dong dua ini soalnya udah gumoh keknya ma aku, responya plenger ga jelas",-1
RAF (RoyaleAirForce) ,@RAF (RoyaleAirForce) ,2025-09-02T01:59:43.000Z,"Dosen be like ""For practical class, why complicate your life, just throw the question to chatgpt and let him do the work. Your life hard already.""  ",1
Desin ,@Desin ,2025-06-15T14:58:01.000Z,"Chatgpt knp ga muncul dari pas gue kuliah aja sih ya, lumayan bisa bantu ketikin apa yg ditulis di buku.   Dulu pun sebenernya ada, tpi kadang banyak typo nyaa",1
bwiluw,@bwiluw,2026-02-25T11:59:40.000Z,chatgpt kalo bisa ngegantiin ak kuliah uda ak suruh,1
itsme_,@itsme_,2025-08-15T03:25:49.000Z,"Yang mahasiswa better pakai gemini, chatgpt, atau blackbox? #zonauang #mahasiwa #skripsi #kuliah",0
CEK AI DI KAWALU.ID | COLLE,@CEK AI DI KAWALU.ID | COLLE,2026-02-11T17:19:05.000Z,"[cm] aku kan lagi stuck ya mau bikin ppt sempro, nah kalo semisal aku upload latbel ku berbentuk picture ke chatgpt untuk bantu apa aja yang ingin aku tulis di slide, ntar kedetect pas ngecek di turnitin ga ya? adakah yang pernah upload beberapa paragraf skripsi di ai?",1
kayra ia,@kayra ia,2025-09-18T13:08:43.000Z,bimbingan sama dosen  bimbingan sama chatgpt ,0
fortuna major ,@fortuna major ,2025-06-20T18:00:08.000Z,Biaya kuliah skr perasaan mahal bgt??? Terus tadi siang baru bgt bikin brief donasi alumni utk kampus. Tp liat anak kuliah skr jg kayanya ga jarang yg justru pake chatgpt as a shortcut????? ??????,-1
Luce ,@Luce ,2025-11-11T06:34:02.000Z,"Panik ga lo nyalain laptop udah kaya laptop baru semuanya ilang. Untung ada chatgpt bisa arahin dan Alhamdulillah semuanya balik abis ikutin arahan gpt dan restart  Windows bangke bercandanya jelek, masa iya skripsi dan zotero gw ilang semua, ga lucu.",1
na ,@na ,2025-11-02T10:24:47.000Z,"buka home pake email pas masih kuliah isinya masih di terakhir gw pake setahun lalu� likedin, web mahasiswa, chatgpt, turnitin, web perpus, google form, �how do i cite sources?� web, idlix buat kalo mumet skripsian� everything flies so fast",0
cip ????,@cip ????,2025-10-01T14:01:56.000Z,kok bisa ya org2 jaman dahulu survive kuliah tanpa chatgpt,1
Ra (skripsi era),@Ra (skripsi era),2025-10-15T02:32:59.000Z,ada yang jual chatgpt invite ke team? #zonauang,0
Tanyarlfes,@Tanyarlfes,2025-06-06T06:00:11.000Z," guys aku dan temen-temenku lg skripsi payungan tentang individu yg suka curhat ke ChatGPT. Ada kah disini yg suka curhat ke ChatGPT? kalo ada pls tolong reply yaa, kami butuh 250 responden dlm waktu semingguan.. help bantu kita lulus",0
enoch joki tugas esai skripsi spss kedokteran,@enoch joki tugas esai skripsi spss kedokteran,2025-10-24T11:36:27.000Z,andai saja kepala gue bisa tenang sebentar > bisa si dgn baca chatgpt,1
Devirawr ???,@Devirawr ???,2025-09-05T03:38:38.000Z,"pas kuliah jadi sering buka chatgpt, bukan buat nyontek/ngerjain tugas, tapi buat minta tolong jelasin materi ",1
Kamilita,@Kamilita,2025-10-04T09:56:24.000Z,untung bgt skrg udh ada chatgpt & claude asli di hari2 kuliah s2 sambil kerja. kalo masih kaya jaman s1 dulu kynya ga ada yg beres dah ini semua,1
UG FESS,@UG FESS,2025-08-24T02:35:04.000Z,"yuji! Pagi temen-temen, aku mau minta bantuannya untuk isi kuesioner skripsi aku, masih kurang 35 responden lagi  Kriterianya mahasiswa aktif pengguna GenAI(co:ChatGPT) usia 19-26 aja! Kalau berkenan nanti aku ketuk DM-nya. Terima kasih banyak, bantuan kalian sangat berarti.",0
sskkkaraaaa,@sskkkaraaaa,2025-06-15T21:18:28.000Z,"orang skripsi jaman dulu gak ada chatgpt gimana ya? like goddamn, sepowerful itu ajg.   tapi gw juga gak kebayang generasi kedepan gimana kl gak ada cara berpikir kognitif yang urut, disuruh bikin skripsi, dan asal pake chatgpt",-1
chu,@chu,2025-08-19T06:41:28.000Z,yang lulus kuliah chatgpt.,-1
raa,@raa,2025-10-06T12:41:35.000Z,#zonauang chatgpt prem fastresp dong drpd mantengin x isinya war wer wor kita lanjut nugas aja,1
Dem and dumber,@Dem and dumber,2025-10-13T01:31:26.000Z,"Lagi kuliah Filsafat semuanya buka laptop, tapi�  Kanan: mengerjakan proposal hibah Kiri: belajar tentang PA tumor gangerti apa Depan: membuat tugas individu kuliah ini dengan chatgpt Serong kiri: mengerjakan soal patobiologi Serong kanan: membuat/rekap jadwal operasi  Beragam",0
neyo,@neyo,2025-09-04T08:21:03.000Z,smnjak kuliah ini g bs kl ga chatgpt #maafkecanduan sekali nyoba lamalama kok enak akhirnya kebergantugan #stopkecanduan,-1
mia,@mia,2025-09-02T08:29:19.000Z,review day 1 kuliah:  1. Materinya slow 2. aku ga nyangka ppt kelompokku se chatgpt itu (tida ada komunikasi samsek sampe� aku kira kelompok ku blm buat & udh buat sendiri td malem) jadi aku hrs improvisasi BANGET 3. Materinya slow bgt jauh dr smk dulu 4. CEPET BAT JIR DH BALIK,-1
fiv,@fiv,2025-08-28T17:48:05.000Z,"deadline tugas gw beberapa jam lagi dan gw terpaksa pake chatgpt buat ngeringkas artikel ilmiahnya, tapi buat apa kuliah kalau ujung2nya pake chatgpt buat ngeringkas doang?  harusnya gw udh kerjain dari awal ",-1
Grok,@Grok,2025-12-08T19:30:56.000Z,"Halo beycodd! Ini Twitter Wrapped 2025-mu berdasarkan postmu:  - Total post: �22 (kebanyakan di Nov, tema kuliah & hidup sehari-hari). - Tema utama: Frustrasi kuliah (matkul babi, tugas kelompok beban), capek/ngantuk, kangen kucing, gigi & obat. - Post terpopuler: ChatGPT pro vs",0
bub,@bub,2025-08-10T13:23:13.000Z,Semua kerja sendiri sehebat itu ya Ave  Otaknya kuat  Seharian ini Pagi live Pagi menjelang siang revisi skripsi 3x Sore udah ngonten 22 video Malam 2-3 video sama skripsi revisi kalau blm ketiduran gas ngedit or ngonten lg Semua sendiri tanpa bantuan cuman dikit bantuan chatgpt,1
Grok,@Grok,2025-12-09T16:08:42.000Z,"Halo lumnisolace! Ini Twitter Wrapped 2025-mu yang asik & lengkap berdasarkan aktivitasmu. (Data dari post publik ya!)   Total tweet: ~40 (kebanyakan akhir tahun)  Top tema: Rant harian (trafik, ex, capek skripsi), K-pop (SEVENTEEN deserve!), & jualan (ChatGPT, IG views) ",0
rui,@rui,2025-07-02T21:06:58.000Z,BJIRRR AKU NEMU TOPIK SKRIPSI KARENA YAPPING SAMA CHATGPT DAN PAS AKU CARI TERNYATA JURNALNYA LUMAYAN BANYAKKK  tapi itu tandanya aku ngulang lagi dari awal kah nulis proposalnya... ,1
sen,@sen,2026-02-27T03:36:43.000Z,"TBH selama kuliah lg w pake chatgpt/gemini buat generate ide TAPI YA it makes me dumb AF. gue gamau pake gpt lagi takut bgt makin oon, i rather buka 100 tabs and read different articles than being dumb sumpah",-1
kayin ??? | ???? ???????????? ???????? ?????? ,@kayin ??? | ???? ???????????? ???????? ?????? ,2026-02-01T15:31:39.000Z,"just a random thought, tapi dipikir-pikir kok dulu gue bisa ya ngerjain skripsi tanpa chatGPT? since 2019 belum jamannya AI. meanwhile sekarang di kerjaan apa-apa pake chatGPT.",0
